AST,Age,BLK,DRB,FGA,FGM,FGP,FTA,FTM,FTP,Games,GamesStarted,MinutesPlayed,Name,ORB,PF,PTS,Pos,STL,TOV,TRB,Team,ThreePA,ThreePM,ThreePP,TwoPA,TwoPM,TwoPP,eFGP
1.3,24,0.4,1.6,4.7,2.1,.440,1.2,0.9,.810,18,1,17.6,Caleb Martin,0.6,1.8,6.2,SF,0.7,0.8,2.1,CHO,2.1,1.1,.541,2.6,0.9,.362,.560
2.0,24,0.2,2.5,4.3,1.9,.430,1.4,0.9,.646,48,3,18.8,Cody Martin,0.8,1.6,5.0,SF,0.8,0.9,3.3,CHO,1.6,0.4,.234,2.7,1.5,.546,.473
0.7,23,0.3,0.7,1.7,0.3,.200,0.0,0.0,,3,0,5.3,Jeremiah Martin,0.0,0.0,0.7,PG,0.3,0.0,0.7,BRK,0.3,0.0,.000,1.3,0.3,.250,.200
0.7,24,0.3,2.7,5.8,2.3,.392,1.0,1.0,.968,31,4,16.0,Kelan Martin,0.4,1.6,6.4,SF,0.2,0.6,3.1,MIN,3.1,0.8,.260,2.7,1.5,.541,.461
1.8,25,0.0,0.8,3.2,0.8,.263,0.7,0.3,.500,6,0,8.8,Frank Mason III,0.5,0.7,2.3,PG,0.3,1.0,1.3,MIL,1.7,0.3,.200,1.5,0.5,.333,.316
0.6,23,0.1,1.0,3.1,1.3,.429,1.9,1.7,.912,18,0,12.6,Garrison Mathews,0.3,1.8,5.4,SG,0.4,0.4,1.3,WAS,2.6,1.1,.413,0.6,0.3,.500,.598
1.5,33,0.1,2.2,6.5,2.6,.397,1.0,0.8,.762,62,62,24.7,Wesley Matthews,0.3,1.5,7.5,SG,0.6,0.7,2.6,MIL,4.5,1.6,.365,2.0,0.9,.468,.522
2.1,24,0.1,1.8,4.4,1.8,.414,0.5,0.4,.722,37,12,24.5,Patrick McCaw,0.5,1.6,4.6,SF,1.1,0.8,2.3,TOR,1.9,0.6,.324,2.5,1.2,.484,.485
4.3,28,0.6,3.4,19.5,8.9,.453,2.6,2.0,.750,62,62,36.0,CJ McCollum,0.7,2.6,22.5,SG,0.7,1.9,4.1,POR,7.4,2.8,.380,12.2,6.0,.497,.525
5.0,27,0.2,2.1,5.7,3.0,.517,0.6,0.5,.833,63,3,18.9,T.J. McConnell,0.5,1.1,6.5,PG,0.7,1.4,2.6,IND,0.2,0.1,.333,5.5,2.9,.524,.523
0.8,22,0.2,3.1,4.4,2.1,.471,1.1,0.9,.824,16,0,18.3,Jalen McDaniels,0.9,2.3,5.6,PF,0.5,0.7,4.1,CHO,1.5,0.6,.375,2.9,1.5,.522,.536
1.1,28,0.1,2.1,7.9,3.9,.491,0.8,0.7,.827,62,0,20.0,Doug McDermott,0.4,1.7,10.4,PF,0.1,0.6,2.5,IND,4.3,1.9,.445,3.6,2.0,.544,.611
0.6,32,1.5,4.0,4.6,3.0,.640,1.2,0.8,.653,61,61,16.8,JaVale McGee,1.8,2.4,6.8,C,0.5,0.8,5.8,LAL,0.1,0.0,.500,4.5,2.9,.643,.645
0.6,28,0.2,2.0,3.1,1.2,.391,0.6,0.3,.536,50,3,15.0,Rodney McGruder,0.5,1.3,3.2,SG,0.5,0.4,2.6,LAC,1.6,0.4,.278,1.5,0.8,.506,.462
0.4,27,0.2,1.9,4.3,1.8,.427,0.8,0.6,.710,40,1,14.8,Alfonzo McKinnie,0.9,1.8,4.6,SF,0.6,0.7,2.8,CLE,1.6,0.4,.215,2.7,1.5,.557,.468
4.2,23,0.1,1.4,5.9,2.9,.489,1.3,0.9,.667,30,2,19.7,Jordan McLaughlin,0.2,1.0,7.6,PG,1.1,1.0,1.6,MIN,2.5,1.0,.382,3.4,1.9,.569,.570
0.9,26,0.2,1.9,7.5,3.3,.445,1.0,0.7,.758,63,19,22.8,Ben McLemore,0.3,2.1,9.8,SG,0.6,0.7,2.2,HOU,6.2,2.4,.395,1.3,0.9,.688,.609
2.5,28,0.4,2.9,9.9,4.0,.407,2.9,2.2,.761,37,4,21.2,Jordan McRae,0.5,2.0,11.5,SG,0.6,1.2,3.4,,3.4,1.2,.357,6.5,2.8,.433,.469
1.3,29,0.4,2.3,5.3,2.4,.442,1.2,0.8,.733,52,6,17.1,Nicolò Melli,0.7,2.0,6.8,C,0.6,0.8,3.0,NOP,3.5,1.3,.361,1.9,1.1,.592,.559
3.0,21,0.3,3.0,6.8,2.8,.419,2.0,1.7,.821,52,8,19.4,De'Anthony Melton,0.7,1.8,8.1,PG,1.3,1.5,3.7,MEM,2.3,0.7,.316,4.5,2.1,.470,.472
0.4,22,0.3,1.0,2.2,1.3,.571,0.5,0.4,.750,16,0,4.6,Chimezie Metu,0.6,0.3,2.9,PF,0.1,0.3,1.6,SAS,0.1,0.0,.000,2.1,1.3,.588,.571
4.1,28,0.1,5.5,15.5,7.7,.499,3.6,3.2,.908,55,52,30.1,Khris Middleton,0.7,2.2,21.1,SF,0.9,2.1,6.2,MIL,5.8,2.4,.418,9.7,5.3,.547,.577
0.0,25,0.0,5.0,3.0,2.0,.667,2.0,2.0,1.000,1,0,19.0,Eric Mika,2.0,5.0,6.0,PF,0.0,0.0,7.0,SAC,0.0,0.0,,3.0,2.0,.667,.667
1.2,32,0.4,0.8,5.9,1.9,.322,2.0,1.5,.750,10,0,16.1,C.J. Miles,0.4,1.4,6.4,SG,1.0,0.4,1.2,WAS,3.5,1.1,.314,2.4,0.8,.333,.415
0.3,26,0.1,0.5,1.0,0.3,.333,0.2,0.0,.167,25,1,5.0,Malcolm Miller,0.0,0.5,0.9,SF,0.2,0.1,0.6,TOR,0.8,0.2,.316,0.2,0.1,.400,.458
1.8,31,0.1,1.3,9.1,3.9,.429,1.7,1.5,.861,63,1,22.7,Patty Mills,0.3,1.6,11.7,PG,0.8,0.8,1.6,SAS,6.2,2.3,.380,3.0,1.6,.529,.557
1.6,34,0.6,3.9,8.8,4.3,.486,2.9,2.4,.833,44,41,24.4,Paul Millsap,2.0,2.9,12.0,PF,0.9,1.4,5.9,DEN,2.5,1.1,.440,6.3,3.2,.504,.548
2.2,23,0.2,1.8,6.8,3.4,.498,1.6,1.2,.765,32,16,19.1,Shake Milton,0.3,2.2,9.5,SG,0.6,1.2,2.1,PHI,3.3,1.5,.453,3.5,1.9,.541,.608
4.2,23,0.2,3.7,19.6,8.9,.453,4.6,4.0,.859,63,63,34.4,Donovan Mitchell,0.7,2.4,24.2,SG,1.0,2.7,4.4,UTA,6.8,2.5,.364,12.8,6.4,.501,.517
2.3,26,0.3,2.0,5.3,2.0,.375,0.0,0.0,,3,0,14.3,Naz Mitrou-Long,0.0,0.3,4.7,SG,0.3,0.7,2.0,IND,3.7,0.7,.182,1.7,1.3,.800,.438
0.4,21,0.0,0.3,2.5,1.1,.429,0.4,0.2,.500,11,0,10.2,Adam Mokoka,0.6,1.5,2.9,SG,0.4,0.2,0.9,CHI,1.4,0.5,.400,1.2,0.5,.462,.536
2.1,21,0.3,2.4,8.9,3.9,.434,1.8,1.5,.820,55,1,21.3,Malik Monk,0.5,1.3,10.3,SG,0.5,1.4,2.9,CHO,3.7,1.1,.284,5.2,2.8,.542,.494
0.3,22,0.3,0.8,1.0,0.3,.250,0.0,0.0,,4,0,4.8,Matt Mooney,0.0,0.3,0.5,SG,0.5,0.0,0.8,CLE,0.5,0.0,.000,0.5,0.3,.500,.250
1.4,30,0.2,1.8,8.0,3.4,.424,0.8,0.6,.674,51,5,18.8,E'Twaun Moore,0.6,1.5,8.6,SG,0.5,0.7,2.4,NOP,3.1,1.2,.375,4.9,2.2,.456,.498
6.9,20,0.3,2.8,13.6,6.7,.491,4.5,3.5,.770,59,59,30.0,Ja Morant,0.7,1.5,17.6,PG,0.9,3.2,3.5,MEM,2.4,0.9,.367,11.2,5.8,.517,.523
0.1,22,0.1,0.9,1.1,0.6,.529,0.0,0.0,,16,0,4.6,Juwan Morgan,0.3,0.4,1.2,PF,0.0,0.2,1.2,UTA,0.3,0.1,.200,0.8,0.5,.667,.559
1.4,30,0.5,4.1,13.6,5.9,.433,3.8,3.1,.823,55,55,31.4,Marcus Morris,1.0,2.9,17.4,SF-PF,0.8,1.6,5.1,,5.9,2.4,.410,7.7,3.5,.451,.522
1.4,30,0.3,3.2,8.2,3.6,.445,1.6,1.3,.783,52,16,21.3,Markieff Morris,0.7,2.3,10.1,PF,0.5,1.4,3.8,,4.0,1.6,.386,4.1,2.1,.502,.540
3.5,24,0.2,1.4,7.4,3.4,.459,1.0,0.8,.823,65,8,21.6,Monte Morris,0.3,1.0,8.4,PG,0.8,0.7,1.7,DEN,2.2,0.8,.375,5.2,2.6,.494,.514
0.6,24,0.0,0.5,1.2,0.8,.733,0.5,0.4,.714,13,0,3.2,Johnathan Motley,0.2,0.5,2.2,PF,0.2,0.4,0.8,LAC,0.1,0.1,1.000,1.1,0.8,.714,.767
2.2,23,0.2,2.0,6.0,2.8,.471,1.4,1.1,.754,48,1,15.7,Emmanuel Mudiay,0.4,1.3,7.3,PG,0.4,1.4,2.4,UTA,1.6,0.6,.355,4.4,2.3,.512,.517
1.1,25,0.1,2.9,9.6,3.7,.388,1.7,1.3,.750,7,3,29.1,Mychal Mulder,0.4,2.9,11.0,SG,0.3,0.7,3.3,GSW,7.4,2.3,.308,2.1,1.4,.667,.507
4.1,23,0.3,4.6,9.3,4.4,.475,1.6,1.3,.798,58,50,24.9,Dejounte Murray,1.2,2.2,10.7,PG,1.7,1.9,5.8,SAS,1.6,0.6,.378,7.7,3.8,.494,.507
4.8,22,0.3,3.2,15.4,7.0,.455,3.2,2.9,.893,55,55,32.8,Jamal Murray,0.8,1.8,18.8,PG,1.2,2.3,3.9,DEN,5.5,1.9,.345,9.9,5.1,.517,.517
0.9,20,0.0,1.5,4.0,1.4,.360,1.3,0.9,.750,35,0,11.5,Džanan Musa,0.5,0.7,4.2,SF,0.4,0.8,2.0,BRK,1.9,0.4,.231,2.1,1.0,.473,.414
0.8,28,0.3,2.0,3.9,1.6,.403,0.5,0.4,.818,41,0,12.0,Mike Muscala,0.3,1.2,4.6,C,0.2,0.3,2.3,OKC,2.9,1.0,.358,1.0,0.5,.538,.538
1.9,22,0.1,1.6,7.2,3.0,.410,1.3,1.0,.814,56,27,22.6,Sviatoslav Mykhailiuk,0.3,1.6,9.0,SF,0.7,1.1,1.9,DET,5.1,2.1,.404,2.1,0.9,.425,.552
0.7,26,0.4,1.6,4.6,2.1,.455,1.3,1.0,.774,48,5,15.8,Abdel Nader,0.3,1.4,6.0,SF,0.4,0.8,1.9,OKC,2.2,0.8,.371,2.4,1.3,.530,.543
2.2,27,0.4,5.4,7.7,4.1,.531,1.3,0.9,.676,56,10,26.3,Larry Nance Jr.,1.9,1.6,10.1,C,1.0,1.1,7.3,CLE,2.8,1.0,.352,4.9,3.1,.636,.596
5.0,28,0.2,2.4,8.1,3.3,.412,2.8,2.3,.823,51,30,24.2,Shabazz Napier,0.5,1.8,10.3,PG,1.3,2.2,2.9,,4.4,1.4,.320,3.7,1.9,.518,.498
1.6,27,0.1,0.8,3.6,1.6,.451,0.6,0.5,.839,49,3,11.5,Raul Neto,0.2,0.9,4.3,PG,0.4,0.9,1.1,PHI,1.4,0.6,.394,2.1,1.0,.490,.531
0.0,22,0.0,0.0,2.0,0.0,.000,2.0,2.0,1.000,1,0,4.0,Malik Newman,0.0,0.0,2.0,SG,0.0,1.0,0.0,CLE,1.0,0.0,.000,1.0,0.0,.000,.000
0.6,26,0.1,1.7,4.6,2.1,.453,0.4,0.3,.864,58,0,13.3,Georges Niang,0.2,1.1,5.8,PF,0.2,0.4,1.9,UTA,3.2,1.3,.416,1.4,0.7,.538,.598
1.0,25,1.5,3.4,4.6,3.2,.685,1.8,1.4,.765,55,6,18.4,Nerlens Noel,1.5,2.6,7.7,C,1.0,1.0,4.9,OKC,0.1,0.0,.333,4.6,3.1,.689,.687
0.6,22,0.0,1.2,2.4,0.6,.250,0.2,0.2,1.000,5,0,8.2,Zach Norvell,0.0,0.8,2.0,SG,0.4,0.6,1.2,,1.6,0.6,.375,0.8,0.0,.000,.375
1.3,20,0.1,0.7,3.5,1.3,.358,1.1,1.1,.941,15,0,10.1,Jaylen Nowell,0.2,0.7,3.8,SG,0.2,0.2,0.9,MIN,1.7,0.2,.115,1.8,1.1,.593,.387
3.0,21,0.3,1.7,5.8,2.3,.393,1.0,0.9,.864,57,26,20.8,Frank Ntilikina,0.4,2.5,6.3,PG,0.9,1.2,2.1,NYK,2.4,0.8,.321,3.4,1.5,.444,.459
3.4,24,0.2,2.4,13.7,6.1,.448,1.5,1.2,.837,62,62,29.8,Kendrick Nunn,0.3,2.3,15.6,SG,0.8,1.6,2.7,MIA,5.8,2.1,.362,7.9,4.0,.512,.525
0.4,27,0.6,1.9,3.6,1.9,.521,1.4,0.9,.667,20,0,13.4,David Nwaba,0.4,1.6,5.2,SF,0.6,0.4,2.3,BRK,1.4,0.6,.429,2.2,1.3,.581,.606
2.5,26,0.4,5.0,5.0,2.2,.439,0.8,0.6,.735,64,55,29.1,Royce O'Neale,0.3,2.8,6.3,PF,0.7,0.8,5.3,UTA,3.3,1.3,.389,1.7,0.9,.536,.567
1.3,29,0.8,2.5,2.8,1.3,.486,0.7,0.4,.526,26,1,9.9,Kyle O'Quinn,1.2,1.3,3.3,C,0.2,0.7,3.8,PHI,0.9,0.3,.304,1.9,1.1,.571,.535
0.5,25,0.1,1.6,2.6,1.1,.409,0.5,0.4,.893,61,5,14.6,Semi Ojeleye,0.4,1.0,3.1,PF,0.3,0.2,2.0,BOS,1.6,0.6,.367,1.0,0.5,.475,.522
1.3,24,0.7,2.6,5.1,3.1,.611,2.1,1.3,.638,28,9,15.1,Jahlil Okafor,1.6,2.3,7.6,C,0.3,1.3,4.3,NOP,0.1,0.0,.500,5.1,3.1,.613,.615
2.1,22,0.1,1.3,3.4,1.3,.398,1.2,0.9,.687,54,3,13.1,Elie Okobo,0.3,1.0,4.0,PG,0.4,0.7,1.6,PHO,1.3,0.5,.352,2.0,0.9,.427,.467
1.6,21,0.4,2.9,6.4,2.7,.427,3.1,2.5,.796,62,28,25.0,Josh Okogie,1.4,2.2,8.6,SG,1.1,1.4,4.3,MIN,2.5,0.7,.266,3.9,2.1,.529,.479
0.2,20,0.2,0.8,1.0,0.6,.600,0.4,0.2,.500,5,0,5.2,KZ Okpala,0.2,0.4,1.4,SF,0.4,0.2,1.0,MIA,0.2,0.0,.000,0.8,0.6,.750,.600
3.0,27,0.2,2.6,12.4,4.8,.391,3.2,2.5,.780,13,10,25.9,Victor Oladipo,0.5,1.6,13.8,SG,0.8,2.2,3.2,IND,5.3,1.6,.304,7.1,3.2,.457,.457
1.6,28,0.3,3.8,5.4,2.6,.476,1.4,1.2,.854,59,6,18.5,Kelly Olynyk,0.6,2.4,7.7,C,0.6,1.1,4.4,MIA,3.1,1.4,.432,2.2,1.2,.538,.603
0.0,22,0.0,0.4,0.4,0.0,.000,0.0,0.0,,5,0,2.2,Miye Oni,0.0,0.0,0.0,SG,0.0,0.2,0.4,UTA,0.2,0.0,.000,0.2,0.0,.000,.000
2.4,24,0.2,3.0,9.4,4.1,.437,1.4,1.0,.670,65,65,29.4,Cedi Osman,0.6,2.5,11.0,SF,0.8,1.4,3.6,CLE,4.9,1.9,.383,4.4,2.2,.497,.538
1.5,24,0.7,5.3,14.8,6.7,.452,4.4,3.4,.780,56,55,34.5,Kelly Oubre Jr.,1.2,3.4,18.7,SF,1.3,1.5,6.4,PHO,5.5,1.9,.352,9.3,4.7,.511,.517
0.0,24,0.0,0.3,1.7,0.3,.200,0.7,0.7,1.000,3,0,5.0,Tariq Owens,0.7,0.3,1.3,PF,0.3,0.0,1.0,PHO,0.7,0.0,.000,1.0,0.3,.333,.200
2.7,33,0.0,0.7,7.3,3.7,.500,0.3,0.0,.000,3,0,14.7,Jeremy Pargo,0.3,2.7,8.3,PG,0.3,1.3,1.0,GSW,2.3,1.0,.429,5.0,2.7,.533,.568
1.8,24,0.5,4.3,12.1,6.0,.499,2.2,1.7,.743,33,23,25.8,Jabari Parker,1.6,2.8,14.7,PF,1.3,1.8,5.9,,3.5,0.9,.267,8.6,5.1,.594,.538
0.6,31,0.2,1.2,3.6,1.0,.278,0.0,0.0,,5,0,10.8,Chandler Parsons,0.2,0.6,2.8,SF,0.8,0.6,1.4,ATL,2.8,0.8,.286,0.8,0.2,.250,.389
2.1,23,0.2,3.2,10.7,5.3,.497,3.5,2.7,.774,60,26,27.6,Eric Paschall,1.4,2.1,14.0,PF,0.5,1.6,4.6,GSW,2.2,0.6,.287,8.5,4.7,.550,.526
0.7,24,0.5,2.5,4.4,2.3,.528,2.3,1.3,.593,24,0,16.9,Anžejs Pasečņiks,1.6,2.7,6.0,C,0.3,0.9,4.1,WAS,0.1,0.0,.000,4.3,2.3,.538,.528
0.6,30,0.1,1.8,3.7,1.5,.404,0.7,0.5,.794,51,18,11.9,Patrick Patterson,0.6,0.8,4.6,PF,0.1,0.4,2.4,LAC,2.8,1.1,.387,0.9,0.4,.457,.551
0.4,22,0.0,0.8,2.0,0.8,.400,0.0,0.0,,5,0,4.8,Justin Patton,0.2,0.8,1.8,C,0.0,0.4,1.0,OKC,0.8,0.2,.250,1.2,0.6,.500,.450
6.8,34,0.1,4.6,12.8,6.3,.489,4.0,3.6,.900,63,63,31.8,Chris Paul,0.3,2.2,17.7,PG,1.6,2.2,4.9,OKC,4.4,1.6,.362,8.3,4.7,.557,.552
7.2,25,0.4,3.6,9.8,4.3,.439,1.9,1.1,.570,45,36,27.7,Elfrid Payton,1.2,2.0,10.0,PG,1.6,2.1,4.7,NYK,1.5,0.3,.203,8.2,4.0,.482,.455
1.7,27,0.2,1.9,4.0,1.7,.414,0.3,0.1,.500,29,17,14.9,Gary Payton II,0.9,1.9,3.9,PG,1.1,0.7,2.8,WAS,1.6,0.4,.283,2.4,1.2,.500,.470
0.4,26,1.3,2.2,1.8,0.9,.514,0.6,0.3,.500,20,0,8.9,Norvel Pelle,0.8,2.0,2.1,C,0.1,0.7,3.0,PHI,0.0,0.0,,1.8,0.9,.514,.514
1.7,24,0.1,1.3,4.7,1.4,.290,0.5,0.5,.938,33,0,11.1,Theo Pinson,0.3,1.1,3.6,SG,0.5,1.0,1.6,BRK,2.4,0.5,.188,2.3,0.9,.400,.339
2.4,29,0.6,3.6,4.7,2.9,.617,2.6,1.4,.536,53,1,17.0,Mason Plumlee,1.7,2.4,7.2,C,0.5,1.4,5.3,DEN,0.1,0.0,.000,4.6,2.9,.627,.617
1.8,24,1.4,3.6,3.8,2.3,.619,1.3,0.6,.486,58,10,16.6,Jakob Poeltl,1.8,1.7,5.3,C,0.5,0.8,5.3,SAS,0.0,0.0,,3.8,2.3,.619,.619
0.3,26,0.3,1.1,1.6,0.8,.485,0.3,0.3,.857,21,0,5.4,Vincent Poirier,0.5,1.1,1.9,C,0.1,0.3,1.6,BOS,0.1,0.0,.500,1.5,0.7,.484,.500
0.5,21,0.3,0.3,1.3,0.8,.600,0.5,0.5,1.000,4,0,2.8,Shamorie Ponds,0.0,0.5,2.3,PG,0.0,0.0,0.3,TOR,0.5,0.3,.500,0.8,0.5,.667,.700
2.4,20,0.2,1.9,8.8,2.9,.333,2.1,1.7,.798,57,14,22.4,Jordan Poole,0.2,1.6,8.8,SG,0.6,1.3,2.1,GSW,4.6,1.3,.279,4.2,1.6,.392,.406
2.2,19,0.3,2.8,8.4,3.7,.442,2.0,1.5,.723,50,3,23.2,Kevin Porter Jr.,0.4,2.7,10.0,SF,0.9,1.9,3.2,CLE,3.2,1.1,.335,5.3,2.7,.506,.505
0.7,21,0.4,3.0,5.9,2.9,.495,0.9,0.7,.767,48,1,14.0,Michael Porter Jr.,1.1,1.6,7.5,PF,0.4,0.7,4.1,DEN,2.1,0.9,.422,3.8,2.0,.536,.570
1.8,26,0.4,2.5,10.0,4.4,.443,1.9,1.4,.704,14,9,23.6,Otto Porter,0.9,2.2,11.9,SF,1.1,0.8,3.4,CHI,4.4,1.7,.387,5.6,2.7,.487,.529
1.5,24,0.3,3.9,8.9,4.0,.450,1.4,1.1,.763,66,5,21.1,Bobby Portis,1.2,1.7,10.1,C,0.5,1.1,5.1,NYK,2.8,1.0,.358,6.1,3.0,.493,.507
1.7,24,2.1,7.7,15.8,6.6,.420,4.5,3.5,.776,51,51,31.3,Kristaps Porziņģis,1.7,3.1,19.2,PF,0.7,1.6,9.5,DAL,7.1,2.5,.349,8.8,4.2,.477,.498
1.5,28,0.6,3.8,5.7,3.7,.638,2.8,1.9,.667,40,37,26.5,Dwight Powell,1.9,2.6,9.4,C,0.9,0.9,5.7,DAL,1.0,0.3,.256,4.8,3.4,.716,.659
1.8,26,0.4,3.1,11.7,5.9,.502,3.0,2.5,.838,44,23,28.8,Norman Powell,0.5,2.1,16.4,SG,1.3,1.5,3.7,TOR,5.4,2.1,.398,6.4,3.8,.589,.593
1.7,26,0.0,0.7,1.3,0.0,.000,2.0,1.7,.833,3,0,13.3,Chasson Randle,0.0,1.0,1.7,PG,0.7,0.0,0.7,GSW,0.7,0.0,.000,0.7,0.0,.000,.000
3.1,25,0.3,7.4,15.7,7.2,.460,5.5,4.0,.733,64,64,32.5,Julius Randle,2.4,2.8,19.5,PF,0.8,3.0,9.7,NYK,3.6,1.0,.277,12.1,6.2,.515,.492
0.0,22,0.0,0.0,0.5,0.0,.000,0.0,0.0,,2,0,0.5,Josh Reaves,0.0,0.0,0.0,SG,0.0,0.0,0.0,DAL,0.0,0.0,,0.5,0.0,.000,.000
1.5,20,0.5,3.1,9.6,3.7,.384,2.2,1.7,.802,58,34,26.7,Cam Reddish,0.6,2.3,10.5,SF,1.1,1.7,3.7,ATL,4.3,1.4,.332,5.2,2.2,.428,.459
2.0,35,0.2,2.4,10.3,4.6,.450,3.0,2.7,.902,54,35,26.4,J.J. Redick,0.2,1.6,14.9,SG,0.4,1.2,2.6,NOP,6.4,2.9,.452,3.9,1.8,.446,.590
1.2,20,0.7,3.0,8.1,3.3,.412,1.8,1.2,.698,30,11,16.5,Naz Reid,1.1,2.8,9.0,C,0.6,0.7,4.1,MIN,3.2,1.1,.330,4.9,2.3,.466,.477
3.1,26,0.7,2.6,12.0,5.1,.429,2.7,2.1,.789,48,46,30.7,Josh Richardson,0.8,2.5,13.8,SG,0.9,1.9,3.4,PHI,4.5,1.5,.327,7.5,3.7,.489,.490
